"filename", "language", "TOML", "Rust", "Markdown", "OpenGL Shading Language", "JSON", "comment", "blank", "total"
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/hyperbolic-moon-encounter-2/metadata.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 6
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/hyperbolic-moon-encounter-2/objects.json", "JSON", 0, 0, 0, 0, 35, 0, 0, 35
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/hyperbolic-moon-encounter-3/encounters.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 1
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/hyperbolic-moon-encounter-3/metadata.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 6
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/hyperbolic-moon-encounter-3/objects.json", "JSON", 0, 0, 0, 0, 35, 0, 0, 35
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/hyperbolic-moon-encounter-4/encounters.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 1
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/hyperbolic-moon-encounter-4/metadata.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 6
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/hyperbolic-moon-encounter-4/objects.json", "JSON", 0, 0, 0, 0, 35, 0, 0, 35
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/hyperbolic-moon-encounter-5/encounters.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 1
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/hyperbolic-moon-encounter-5/metadata.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 6
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/hyperbolic-moon-encounter-5/objects.json", "JSON", 0, 0, 0, 0, 35, 0, 0, 35
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/insanity-1/encounters.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 1
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/insanity-1/metadata.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 6
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/insanity-1/objects.json", "JSON", 0, 0, 0, 0, 28, 0, 0, 28
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/insanity-2/encounters.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 1
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/insanity-2/metadata.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 6
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/insanity-2/objects.json", "JSON", 0, 0, 0, 0, 28, 0, 0, 28
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/insanity-3/encounters.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 1
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/insanity-3/metadata.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 6
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/insanity-3/objects.json", "JSON", 0, 0, 0, 0, 28, 0, 0, 28
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/many-moon-encounters/encounters.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 1
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/many-moon-encounters/metadata.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 6
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/many-moon-encounters/objects.json", "JSON", 0, 0, 0, 0, 28, 0, 0, 28
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/moon-slingshot-to-escape-earth/encounters.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 1
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/moon-slingshot-to-escape-earth/metadata.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 6
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/moon-slingshot-to-escape-earth/objects.json", "JSON", 0, 0, 0, 0, 28, 0, 0, 28
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/no-encounters/encounters.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 1
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/no-encounters/metadata.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 6
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/no-encounters/objects.json", "JSON", 0, 0, 0, 0, 28, 0, 0, 28
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/parallel-with-moon/encounters.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 1
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/parallel-with-moon/metadata.json", "JSON", 0, 0, 0, 0, 6, 0, 1, 7
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/parallel-with-moon/objects.json", "JSON", 0, 0, 0, 0, 28, 0, 0, 28
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/two-moons-varied-encounters-1/encounters.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 1
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/two-moons-varied-encounters-1/metadata.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 6
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/two-moons-varied-encounters-1/objects.json", "JSON", 0, 0, 0, 0, 35, 0, 0, 35
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/two-moons-varied-encounters-2/encounters.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 1
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/two-moons-varied-encounters-2/metadata.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 6
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/two-moons-varied-encounters-2/objects.json", "JSON", 0, 0, 0, 0, 35, 0, 0, 35
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/two-moons-varied-encounters-3/encounters.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 1
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/two-moons-varied-encounters-3/metadata.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 6
"/home/idra/GitHub/transfer-window/model/resources/prediction-test-cases/two-moons-varied-encounters-3/objects.json", "JSON", 0, 0, 0, 0, 35, 0, 0, 35
"/home/idra/GitHub/transfer-window/model/src/api.rs", "Rust", 0, 9, 0, 0, 0, 0, 0, 9
"/home/idra/GitHub/transfer-window/model/src/api/closest_approach.rs", "Rust", 0, 168, 0, 0, 0, 15, 51, 234
"/home/idra/GitHub/transfer-window/model/src/api/closest_point.rs", "Rust", 0, 94, 0, 0, 0, 9, 21, 124
"/home/idra/GitHub/transfer-window/model/src/api/components.rs", "Rust", 0, 53, 0, 0, 0, 0, 17, 70
"/home/idra/GitHub/transfer-window/model/src/api/quantities.rs", "Rust", 0, 140, 0, 0, 0, 23, 35, 198
"/home/idra/GitHub/transfer-window/model/src/api/segments.rs", "Rust", 0, 131, 0, 0, 0, 6, 28, 165
"/home/idra/GitHub/transfer-window/model/src/api/time.rs", "Rust", 0, 21, 0, 0, 0, 0, 6, 27
"/home/idra/GitHub/transfer-window/model/src/api/timeline.rs", "Rust", 0, 27, 0, 0, 0, 2, 6, 35
"/home/idra/GitHub/transfer-window/model/src/api/trajectories.rs", "Rust", 0, 54, 0, 0, 0, 12, 12, 78
"/home/idra/GitHub/transfer-window/model/src/api/trajectories/encounter.rs", "Rust", 0, 35, 0, 0, 0, 0, 10, 45
"/home/idra/GitHub/transfer-window/model/src/api/trajectories/fast_solver.rs", "Rust", 0, 168, 0, 0, 0, 5, 42, 215
"/home/idra/GitHub/transfer-window/model/src/api/trajectories/fast_solver/bounding.rs", "Rust", 0, 41, 0, 0, 0, 4, 7, 52
"/home/idra/GitHub/transfer-window/model/src/api/trajectories/fast_solver/bounding/ellipse.rs", "Rust", 0, 141, 0, 0, 0, 16, 19, 176
"/home/idra/GitHub/transfer-window/model/src/api/trajectories/fast_solver/bounding/hyperbola.rs", "Rust", 0, 81, 0, 0, 0, 1, 15, 97
"/home/idra/GitHub/transfer-window/model/src/api/trajectories/fast_solver/bounding/sdf.rs", "Rust", 0, 13, 0, 0, 0, 2, 2, 17
"/home/idra/GitHub/transfer-window/model/src/api/trajectories/fast_solver/bounding/util.rs", "Rust", 0, 59, 0, 0, 0, 9, 10, 78
"/home/idra/GitHub/transfer-window/model/src/api/trajectories/fast_solver/bounding/window.rs", "Rust", 0, 44, 0, 0, 0, 2, 11, 57
"/home/idra/GitHub/transfer-window/model/src/api/trajectories/fast_solver/solver.rs", "Rust", 0, 58, 0, 0, 0, 16, 14, 88
"/home/idra/GitHub/transfer-window/model/src/api/trajectories/fast_solver/solver/entrance_solver.rs", "Rust", 0, 26, 0, 0, 0, 12, 2, 40
"/home/idra/GitHub/transfer-window/model/src/api/trajectories/fast_solver/solver/exit_solver.rs", "Rust", 0, 80, 0, 0, 0, 28, 15, 123
"/home/idra/GitHub/transfer-window/model/src/api/trajectories/test_cases.rs", "Rust", 0, 114, 0, 0, 0, 1, 24, 139
"/home/idra/GitHub/transfer-window/model/src/api/vessels.rs", "Rust", 0, 28, 0, 0, 0, 0, 7, 35
"/home/idra/GitHub/transfer-window/model/src/components.rs", "Rust", 0, 11, 0, 0, 0, 0, 1, 12
"/home/idra/GitHub/transfer-window/model/src/components/name_component.rs", "Rust", 0, 13, 0, 0, 0, 0, 3, 16
"/home/idra/GitHub/transfer-window/model/src/components/orbitable_component.rs", "Rust", 0, 78, 0, 0, 0, 1, 17, 96
"/home/idra/GitHub/transfer-window/model/src/components/path_component.rs", "Rust", 0, 240, 0, 0, 0, 24, 47, 311
"/home/idra/GitHub/transfer-window/model/src/components/path_component/brute_force_tester.rs", "Rust", 0, 83, 0, 0, 0, 0, 16, 99
"/home/idra/GitHub/transfer-window/model/src/components/path_component/burn.rs", "Rust", 0, 181, 0, 0, 0, 3, 37, 221
"/home/idra/GitHub/transfer-window/model/src/components/path_component/burn/burn_point.rs", "Rust", 0, 37, 0, 0, 0, 0, 8, 45
"/home/idra/GitHub/transfer-window/model/src/components/path_component/burn/rocket_equation_function.rs", "Rust", 0, 98, 0, 0, 0, 11, 18, 127
"/home/idra/GitHub/transfer-window/model/src/components/path_component/guidance.rs", "Rust", 0, 167, 0, 0, 0, 9, 40, 216
"/home/idra/GitHub/transfer-window/model/src/components/path_component/guidance/guidance_point.rs", "Rust", 0, 52, 0, 0, 0, 0, 11, 63
"/home/idra/GitHub/transfer-window/model/src/components/path_component/orbit.rs", "Rust", 0, 212, 0, 0, 0, 1, 49, 262
"/home/idra/GitHub/transfer-window/model/src/components/path_component/orbit/conic.rs", "Rust", 0, 145, 0, 0, 0, 5, 26, 176
"/home/idra/GitHub/transfer-window/model/src/components/path_component/orbit/conic/ellipse.rs", "Rust", 0, 234, 0, 0, 0, 3, 26, 263
"/home/idra/GitHub/transfer-window/model/src/components/path_component/orbit/conic/hyperbola.rs", "Rust", 0, 309, 0, 0, 0, 1, 34, 344
"/home/idra/GitHub/transfer-window/model/src/components/path_component/orbit/orbit_direction.rs", "Rust", 0, 37, 0, 0, 0, 0, 7, 44
"/home/idra/GitHub/transfer-window/model/src/components/path_component/orbit/orbit_point.rs", "Rust", 0, 50, 0, 0, 0, 0, 10, 60
"/home/idra/GitHub/transfer-window/model/src/components/path_component/orbit/scary_math.rs", "Rust", 0, 152, 0, 0, 0, 12, 28, 192
"/home/idra/GitHub/transfer-window/model/src/components/path_component/segment.rs", "Rust", 0, 178, 0, 0, 0, 0, 29, 207
"/home/idra/GitHub/transfer-window/model/src/components/vessel_component.rs", "Rust", 0, 147, 0, 0, 0, 3, 35, 185
"/home/idra/GitHub/transfer-window/model/src/components/vessel_component/system_slot.rs", "Rust", 0, 144, 0, 0, 0, 12, 31, 187
"/home/idra/GitHub/transfer-window/model/src/components/vessel_component/system_slot/engine.rs", "Rust", 0, 53, 0, 0, 0, 0, 13, 66
"/home/idra/GitHub/transfer-window/model/src/components/vessel_component/system_slot/fuel_tank.rs", "Rust", 0, 60, 0, 0, 0, 0, 15, 75
"/home/idra/GitHub/transfer-window/model/src/components/vessel_component/system_slot/weapon.rs", "Rust", 0, 48, 0, 0, 0, 0, 13, 61
"/home/idra/GitHub/transfer-window/model/src/components/vessel_component/system_slot/weapon/torpedo.rs", "Rust", 0, 23, 0, 0, 0, 0, 7, 30
"/home/idra/GitHub/transfer-window/model/src/components/vessel_component/timeline.rs", "Rust", 0, 132, 0, 0, 0, 6, 27, 165
"/home/idra/GitHub/transfer-window/model/src/components/vessel_component/timeline/enable_guidance.rs", "Rust", 0, 20, 0, 0, 0, 0, 6, 26
"/home/idra/GitHub/transfer-window/model/src/components/vessel_component/timeline/fire_torpedo.rs", "Rust", 0, 65, 0, 0, 0, 2, 16, 83
"/home/idra/GitHub/transfer-window/model/src/components/vessel_component/timeline/intercept.rs", "Rust", 0, 21, 0, 0, 0, 0, 6, 27
"/home/idra/GitHub/transfer-window/model/src/components/vessel_component/timeline/start_burn.rs", "Rust", 0, 25, 0, 0, 0, 0, 7, 32
"/home/idra/GitHub/transfer-window/model/src/debug.rs", "Rust", 0, 30, 0, 0, 0, 0, 4, 34
"/home/idra/GitHub/transfer-window/model/src/lib.rs", "Rust", 0, 122, 0, 0, 0, 4, 20, 146
"/home/idra/GitHub/transfer-window/model/src/storage.rs", "Rust", 0, 3, 0, 0, 0, 0, 0, 3
"/home/idra/GitHub/transfer-window/model/src/storage/component_storage.rs", "Rust", 0, 138, 0, 0, 0, 7, 20, 165
"/home/idra/GitHub/transfer-window/model/src/storage/entity_allocator.rs", "Rust", 0, 72, 0, 0, 0, 2, 13, 87
"/home/idra/GitHub/transfer-window/model/src/storage/entity_builder.rs", "Rust", 0, 26, 0, 0, 0, 2, 5, 33
"/home/idra/GitHub/transfer-window/model/src/systems.rs", "Rust", 0, 6, 0, 0, 0, 0, 0, 6
"/home/idra/GitHub/transfer-window/model/src/systems/update_fuel.rs", "Rust", 0, 13, 0, 0, 0, 0, 1, 14
"/home/idra/GitHub/transfer-window/model/src/systems/update_guidance.rs", "Rust", 0, 28, 0, 0, 0, 3, 4, 35
"/home/idra/GitHub/transfer-window/model/src/systems/update_time.rs", "Rust", 0, 72, 0, 0, 0, 0, 10, 82
"/home/idra/GitHub/transfer-window/model/src/systems/update_timeline.rs", "Rust", 0, 20, 0, 0, 0, 1, 4, 25
"/home/idra/GitHub/transfer-window/model/src/systems/update_trajectory.rs", "Rust", 0, 32, 0, 0, 0, 0, 5, 37
"/home/idra/GitHub/transfer-window/model/src/systems/update_warp.rs", "Rust", 0, 58, 0, 0, 0, 4, 12, 74
"/home/idra/GitHub/transfer-window/model/src/util.rs", "Rust", 0, 36, 0, 0, 0, 3, 10, 49
"/home/idra/GitHub/transfer-window/model/tests/burns.rs", "Rust", 0, 122, 0, 0, 0, 0, 29, 151
"/home/idra/GitHub/transfer-window/model/tests/prediction.rs", "Rust", 0, 94, 0, 0, 0, 5, 29, 128
"/home/idra/GitHub/transfer-window/model/tests/quantities.rs", "Rust", 0, 68, 0, 0, 0, 0, 25, 93
"/home/idra/GitHub/transfer-window/model/tests/time.rs", "Rust", 0, 14, 0, 0, 0, 0, 3, 17
"/home/idra/GitHub/transfer-window/model/tests/warp.rs", "Rust", 0, 16, 0, 0, 0, 0, 2, 18
"/home/idra/GitHub/transfer-window/plan.md", "Markdown", 0, 0, 217, 0, 0, 0, 44, 261
"/home/idra/GitHub/transfer-window/todo.md", "Markdown", 0, 0, 131, 0, 0, 0, 6, 137
"/home/idra/GitHub/transfer-window/view/Cargo.toml", "TOML", 17, 0, 0, 0, 0, 0, 3, 20
"/home/idra/GitHub/transfer-window/view/resources/shaders/geometry.frag", "OpenGL Shading Language", 0, 0, 0, 5, 0, 0, 2, 7
"/home/idra/GitHub/transfer-window/view/resources/shaders/geometry.vert", "OpenGL Shading Language", 0, 0, 0, 15, 0, 0, 3, 18
"/home/idra/GitHub/transfer-window/view/resources/shaders/icon.frag", "OpenGL Shading Language", 0, 0, 0, 9, 0, 0, 3, 12
"/home/idra/GitHub/transfer-window/view/resources/shaders/icon.vert", "OpenGL Shading Language", 0, 0, 0, 18, 0, 0, 3, 21
"/home/idra/GitHub/transfer-window/view/src/events.rs", "Rust", 0, 22, 0, 0, 0, 0, 1, 23
"/home/idra/GitHub/transfer-window/view/src/game.rs", "Rust", 0, 72, 0, 0, 0, 0, 11, 83
"/home/idra/GitHub/transfer-window/view/src/game/camera.rs", "Rust", 0, 81, 0, 0, 0, 1, 14, 96
"/home/idra/GitHub/transfer-window/view/src/game/debug.rs", "Rust", 0, 28, 0, 0, 0, 0, 8, 36
"/home/idra/GitHub/transfer-window/view/src/game/debug/entities.rs", "Rust", 0, 100, 0, 0, 0, 0, 13, 113
"/home/idra/GitHub/transfer-window/view/src/game/debug/overview.rs", "Rust", 0, 6, 0, 0, 0, 0, 1, 7
"/home/idra/GitHub/transfer-window/view/src/game/expiry.rs", "Rust", 0, 33, 0, 0, 0, 5, 7, 45
"/home/idra/GitHub/transfer-window/view/src/game/frame_history.rs", "Rust", 0, 25, 0, 0, 0, 1, 6, 32
"/home/idra/GitHub/transfer-window/view/src/game/misc.rs", "Rust", 0, 12, 0, 0, 0, 0, 4, 16
"/home/idra/GitHub/transfer-window/view/src/game/misc/camera.rs", "Rust", 0, 43, 0, 0, 0, 0, 11, 54
"/home/idra/GitHub/transfer-window/view/src/game/misc/keyboard.rs", "Rust", 0, 43, 0, 0, 0, 0, 9, 52
"/home/idra/GitHub/transfer-window/view/src/game/overlay.rs", "Rust", 0, 23, 0, 0, 0, 1, 11, 35
"/home/idra/GitHub/transfer-window/view/src/game/overlay/fps.rs", "Rust", 0, 11, 0, 0, 0, 0, 2, 13
"/home/idra/GitHub/transfer-window/view/src/game/overlay/scale.rs", "Rust", 0, 47, 0, 0, 0, 0, 6, 53
"/home/idra/GitHub/transfer-window/view/src/game/overlay/selected.rs", "Rust", 0, 15, 0, 0, 0, 0, 3, 18
"/home/idra/GitHub/transfer-window/view/src/game/overlay/selected/burn.rs", "Rust", 0, 30, 0, 0, 0, 0, 7, 37
"/home/idra/GitHub/transfer-window/view/src/game/overlay/selected/fire_torpedo.rs", "Rust", 0, 31, 0, 0, 0, 0, 6, 37
"/home/idra/GitHub/transfer-window/view/src/game/overlay/selected/guidance.rs", "Rust", 0, 31, 0, 0, 0, 1, 7, 39
"/home/idra/GitHub/transfer-window/view/src/game/overlay/selected/point.rs", "Rust", 0, 82, 0, 0, 0, 0, 16, 98
"/home/idra/GitHub/transfer-window/view/src/game/overlay/selected/point/weapons.rs", "Rust", 0, 49, 0, 0, 0, 0, 6, 55
"/home/idra/GitHub/transfer-window/view/src/game/overlay/selected/vessel.rs", "Rust", 0, 69, 0, 0, 0, 0, 12, 81
"/home/idra/GitHub/transfer-window/view/src/game/overlay/slot_textures.rs", "Rust", 0, 48, 0, 0, 0, 0, 5, 53
"/home/idra/GitHub/transfer-window/view/src/game/overlay/time.rs", "Rust", 0, 16, 0, 0, 0, 0, 4, 20
"/home/idra/GitHub/transfer-window/view/src/game/overlay/vessel_editor.rs", "Rust", 0, 59, 0, 0, 0, 1, 12, 72
"/home/idra/GitHub/transfer-window/view/src/game/overlay/vessel_editor/slot_editor.rs", "Rust", 0, 84, 0, 0, 0, 5, 16, 105
"/home/idra/GitHub/transfer-window/view/src/game/overlay/vessel_editor/tooltips.rs", "Rust", 0, 12, 0, 0, 0, 0, 2, 14
"/home/idra/GitHub/transfer-window/view/src/game/overlay/vessel_editor/tooltips/engine.rs", "Rust", 0, 19, 0, 0, 0, 0, 5, 24
"/home/idra/GitHub/transfer-window/view/src/game/overlay/vessel_editor/tooltips/fuel_tank.rs", "Rust", 0, 18, 0, 0, 0, 0, 4, 22
"/home/idra/GitHub/transfer-window/view/src/game/overlay/vessel_editor/tooltips/weapon.rs", "Rust", 0, 12, 0, 0, 0, 0, 3, 15
"/home/idra/GitHub/transfer-window/view/src/game/overlay/vessel_editor/util.rs", "Rust", 0, 18, 0, 0, 0, 0, 4, 22
"/home/idra/GitHub/transfer-window/view/src/game/overlay/vessel_editor/vessel.rs", "Rust", 0, 60, 0, 0, 0, 0, 12, 72
"/home/idra/GitHub/transfer-window/view/src/game/overlay/widgets.rs", "Rust", 0, 33, 0, 0, 0, 3, 8, 44
"/home/idra/GitHub/transfer-window/view/src/game/rendering.rs", "Rust", 0, 24, 0, 0, 0, 2, 8, 34
"/home/idra/GitHub/transfer-window/view/src/game/underlay.rs", "Rust", 0, 18, 0, 0, 0, 1, 5, 24
"/home/idra/GitHub/transfer-window/view/src/game/underlay/celestial_objects.rs", "Rust", 0, 28, 0, 0, 0, 0, 4, 32
"/home/idra/GitHub/transfer-window/view/src/game/underlay/icons.rs", "Rust", 0, 155, 0, 0, 0, 14, 25, 194
"/home/idra/GitHub/transfer-window/view/src/game/underlay/icons/adjust_burn.rs", "Rust", 0, 103, 0, 0, 0, 2, 17, 122
"/home/idra/GitHub/transfer-window/view/src/game/underlay/icons/adjust_fire_torpedo.rs", "Rust", 0, 103, 0, 0, 0, 2, 17, 122
"/home/idra/GitHub/transfer-window/view/src/game/underlay/icons/apoapsis.rs", "Rust", 0, 87, 0, 0, 0, 0, 18, 105
"/home/idra/GitHub/transfer-window/view/src/game/underlay/icons/burn.rs", "Rust", 0, 92, 0, 0, 0, 0, 14, 106
"/home/idra/GitHub/transfer-window/view/src/game/underlay/icons/closest_approach.rs", "Rust", 0, 72, 0, 0, 0, 3, 13, 88
"/home/idra/GitHub/transfer-window/view/src/game/underlay/icons/fire_torpedo.rs", "Rust", 0, 91, 0, 0, 0, 0, 15, 106
"/home/idra/GitHub/transfer-window/view/src/game/underlay/icons/guidance.rs", "Rust", 0, 84, 0, 0, 0, 0, 13, 97
"/home/idra/GitHub/transfer-window/view/src/game/underlay/icons/orbitable.rs", "Rust", 0, 76, 0, 0, 0, 0, 12, 88
"/home/idra/GitHub/transfer-window/view/src/game/underlay/icons/periapsis.rs", "Rust", 0, 89, 0, 0, 0, 0, 18, 107
